"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"17h","Bona","32 µg/m³","17h","Bona","41 µg/m³","18h","Regular","44 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"17h","Bona","46 µg/m³","17h","Bona","20 µg/m³","18h","Regular","39 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"17h","Bona","58 µg/m³","17h","Bona","8 µg/m³",NA,NA,NA,"01/01/2019 18:00",1546362302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"17h","Bona","58 µg/m³","17h","Bona","11 µg/m³","18h","Bona","19 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"17h","Bona","50 µg/m³","17h","Bona","12 µg/m³","18h","Bona","18 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","24 µg/m³","18h","Bona","32 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"17h","Bona","52 µg/m³","17h","Bona","20 µg/m³","17h","Bona","11 µg/m³","01/01/2019 18:00",1546362302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"18h","Bona","24 µg/m³",NA,NA,NA,"01/01/2019 19:00",1546365902
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"18h","Bona","21 µg/m³","18h","Bona","49 µg/m³","19h","Regular","44 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"18h","Bona","29 µg/m³","18h","Bona","40 µg/m³","19h","Regular","38 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"18h","Bona","44 µg/m³","18h","Bona","17 µg/m³",NA,NA,NA,"01/01/2019 19:00",1546365902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"18h","Bona","47 µg/m³","18h","Bona","24 µg/m³","19h","Bona","19 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"18h","Bona","47 µg/m³","18h","Bona","15 µg/m³","19h","Bona","18 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"18h","Bona","34 µg/m³","19h","Bona","31 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"18h","Bona","54 µg/m³","18h","Bona","22 µg/m³","19h","Bona","11 µg/m³","01/01/2019 19:00",1546365902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"19h","Bona","38 µg/m³",NA,NA,NA,"01/01/2019 20:00",1546369502
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"19h","Bona","7 µg/m³","19h","Bona","65 µg/m³","19h","Regular","43 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"19h","Bona","35 µg/m³","19h","Bona","33 µg/m³","19h","Regular","37 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"19h","Bona","29 µg/m³","19h","Bona","30 µg/m³",NA,NA,NA,"01/01/2019 20:00",1546369502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"19h","Bona","46 µg/m³","19h","Bona","27 µg/m³","19h","Bona","19 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"19h","Bona","20 µg/m³","19h","Bona","40 µg/m³","20h","Bona","18 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"19h","Bona","49 µg/m³","20h","Bona","29 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"19h","Bona","54 µg/m³","19h","Bona","22 µg/m³","20h","Bona","12 µg/m³","01/01/2019 20:00",1546369502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"20h","Bona","58 µg/m³",NA,NA,NA,"01/01/2019 21:00",1546373101
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"20h","Bona","3 µg/m³","20h","Bona","71 µg/m³","21h","Regular","43 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"20h","Bona","11 µg/m³","20h","Bona","61 µg/m³","21h","Bona","33 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","17 µg/m³","20h","Bona","52 µg/m³",NA,NA,NA,"01/01/2019 21:00",1546373101
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","15 µg/m³","20h","Bona","58 µg/m³","21h","Bona","20 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"20h","Bona","8 µg/m³","20h","Bona","53 µg/m³","21h","Bona","18 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"20h","Bona","69 µg/m³","21h","Bona","28 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","63 µg/m³","20h","Bona","13 µg/m³","20h","Bona","12 µg/m³","01/01/2019 21:00",1546373101
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","58 µg/m³",NA,NA,NA,"01/01/2019 22:00",1546376702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"21h","Bona","3 µg/m³","21h","Bona","71 µg/m³","22h","Regular","42 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"21h","Bona","15 µg/m³","21h","Bona","51 µg/m³","22h","Bona","31 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"21h","Bona","6 µg/m³","21h","Bona","58 µg/m³",NA,NA,NA,"01/01/2019 22:00",1546376702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"21h","Bona","16 µg/m³","21h","Bona","56 µg/m³","22h","Bona","20 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"21h","Bona","18 µg/m³","21h","Bona","37 µg/m³","22h","Bona","17 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","75 µg/m³","22h","Bona","27 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","52 µg/m³","21h","Bona","16 µg/m³","22h","Bona","12 µg/m³","01/01/2019 22:00",1546376702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"22h","Bona","37 µg/m³",NA,NA,NA,"01/01/2019 23:00",1546380302
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"22h","Bona","11 µg/m³","22h","Bona","54 µg/m³","22h","Regular","41 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"22h","Bona","26 µg/m³","22h","Bona","34 µg/m³","22h","Bona","30 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"22h","Bona","15 µg/m³","22h","Bona","47 µg/m³",NA,NA,NA,"01/01/2019 23:00",1546380302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"22h","Bona","36 µg/m³","22h","Bona","29 µg/m³","22h","Bona","20 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"23h","Bona","17 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"23h","Bona","26 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"23h","Bona","13 µg/m³","01/01/2019 23:00",1546380302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","36 µg/m³",NA,NA,NA,"02/01/2019 0:00",1546383902
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"0h","Bona","23 µg/m³","0h","Bona","40 µg/m³","0h","Regular","38 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","Bona","31 µg/m³","0h","Bona","30 µg/m³","0h","Bona","26 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","20 µg/m³","0h","Bona","43 µg/m³",NA,NA,NA,"02/01/2019 0:00",1546383902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","50 µg/m³","0h","Bona","16 µg/m³","0h","Bona","20 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","46 µg/m³","0h","Bona","11 µg/m³","0h","Bona","16 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","61 µg/m³","0h","Bona","26 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"23h","Bona","64 µg/m³","23h","Bona","9 µg/m³","23h","Bona","12 µg/m³","02/01/2019 0:00",1546383902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Bona","22 µg/m³",NA,NA,NA,"02/01/2019 1:00",1546387502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","Bona","33 µg/m³","0h","Bona","33 µg/m³","1h","Bona","34 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"0h","Bona","39 µg/m³","0h","Bona","24 µg/m³","1h","Bona","24 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","34 µg/m³","0h","Bona","28 µg/m³",NA,NA,NA,"02/01/2019 1:00",1546387502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","59 µg/m³","0h","Bona","11 µg/m³","1h","Bona","20 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","41 µg/m³","0h","Bona","18 µg/m³","1h","Bona","16 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","58 µg/m³","1h","Bona","25 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","74 µg/m³","0h","Bona","5 µg/m³","1h","Bona","13 µg/m³","02/01/2019 1:00",1546387502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Bona","26 µg/m³",NA,NA,NA,"02/01/2019 2:00",1546391102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"1h","Bona","43 µg/m³","1h","Bona","21 µg/m³","1h","Bona","33 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","Bona","40 µg/m³","1h","Bona","24 µg/m³","1h","Bona","23 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","36 µg/m³","1h","Bona","26 µg/m³",NA,NA,NA,"02/01/2019 2:00",1546391102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","65 µg/m³","1h","Bona","9 µg/m³","1h","Bona","19 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","39 µg/m³","1h","Bona","16 µg/m³","1h","Bona","15 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","55 µg/m³","1h","Bona","24 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","76 µg/m³","1h","Bona","4 µg/m³","2h","Bona","13 µg/m³","02/01/2019 2:00",1546391102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","20 µg/m³",NA,NA,NA,"02/01/2019 3:00",1546394702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"2h","Bona","50 µg/m³","2h","Bona","14 µg/m³","3h","Bona","27 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","32 µg/m³","2h","Bona","30 µg/m³","3h","Bona","18 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","17 µg/m³","2h","Bona","34 µg/m³",NA,NA,NA,"02/01/2019 3:00",1546394702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","59 µg/m³","2h","Bona","10 µg/m³","3h","Bona","17 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","48 µg/m³","2h","Bona","10 µg/m³","3h","Bona","14 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","61 µg/m³","3h","Bona","22 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","70 µg/m³","2h","Bona","4 µg/m³","3h","Bona","13 µg/m³","02/01/2019 3:00",1546394702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","18 µg/m³",NA,NA,NA,"02/01/2019 4:00",1546398302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"3h","Bona","52 µg/m³","3h","Bona","10 µg/m³","4h","Bona","23 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","25 µg/m³","3h","Bona","34 µg/m³","4h","Bona","16 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","11 µg/m³","3h","Bona","37 µg/m³",NA,NA,NA,"02/01/2019 4:00",1546398302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","60 µg/m³","3h","Bona","8 µg/m³","4h","Bona","16 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","51 µg/m³","3h","Bona","6 µg/m³","4h","Bona","13 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","56 µg/m³","4h","Bona","21 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","69 µg/m³","3h","Bona","3 µg/m³","4h","Bona","12 µg/m³","02/01/2019 4:00",1546398302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","17 µg/m³",NA,NA,NA,"02/01/2019 5:00",1546401902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","40 µg/m³","4h","Bona","18 µg/m³","5h","Bona","20 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","6 µg/m³","4h","Bona","55 µg/m³","5h","Bona","15 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","4 µg/m³","4h","Bona","49 µg/m³",NA,NA,NA,"02/01/2019 5:00",1546401902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","58 µg/m³","4h","Bona","7 µg/m³","4h","Bona","16 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","43 µg/m³","4h","Bona","11 µg/m³","4h","Bona","13 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","28 µg/m³","4h","Bona","20 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","64 µg/m³","4h","Bona","3 µg/m³","5h","Bona","12 µg/m³","02/01/2019 5:00",1546401902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","18 µg/m³",NA,NA,NA,"02/01/2019 6:00",1546405501
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","38 µg/m³","5h","Bona","18 µg/m³","6h","Bona","18 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","2 µg/m³","5h","Bona","57 µg/m³","6h","Bona","14 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","4 µg/m³","5h","Bona","48 µg/m³",NA,NA,NA,"02/01/2019 6:00",1546405501
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","53 µg/m³","5h","Bona","8 µg/m³","6h","Bona","15 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","47 µg/m³","5h","Bona","5 µg/m³","6h","Bona","13 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","16 µg/m³","6h","Bona","19 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","59 µg/m³","5h","Bona","3 µg/m³","6h","Bona","12 µg/m³","02/01/2019 6:00",1546405501
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","10 µg/m³",NA,NA,NA,"02/01/2019 7:00",1546409102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","4 µg/m³","6h","Bona","58 µg/m³","7h","Bona","16 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","1 µg/m³","6h","Bona","60 µg/m³","7h","Bona","13 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","3 µg/m³","6h","Bona","47 µg/m³",NA,NA,NA,"02/01/2019 7:00",1546409102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","47 µg/m³","6h","Bona","9 µg/m³","7h","Bona","15 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","42 µg/m³","6h","Bona","6 µg/m³","7h","Bona","12 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","23 µg/m³","7h","Bona","17 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","54 µg/m³","6h","Bona","4 µg/m³","7h","Bona","11 µg/m³","02/01/2019 7:00",1546409102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","10 µg/m³",NA,NA,NA,"02/01/2019 8:00",1546412702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","7 µg/m³","7h","Bona","55 µg/m³","8h","Bona","15 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","1 µg/m³","7h","Bona","63 µg/m³","8h","Bona","13 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","4 µg/m³","7h","Bona","42 µg/m³",NA,NA,NA,"02/01/2019 8:00",1546412702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","34 µg/m³","7h","Bona","19 µg/m³","8h","Bona","14 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","25 µg/m³","7h","Bona","20 µg/m³","7h","Bona","12 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","41 µg/m³","7h","Bona","17 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","56 µg/m³","7h","Bona","4 µg/m³","7h","Bona","10 µg/m³","02/01/2019 8:00",1546412702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","18 µg/m³",NA,NA,NA,"02/01/2019 9:00",1546416302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","3 µg/m³","8h","Bona","74 µg/m³","9h","Bona","14 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","1 µg/m³","8h","Bona","74 µg/m³","9h","Bona","13 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","2 µg/m³","8h","Bona","50 µg/m³",NA,NA,NA,"02/01/2019 9:00",1546416302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","27 µg/m³","8h","Bona","27 µg/m³","9h","Bona","14 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","27 µg/m³","8h","Bona","16 µg/m³","9h","Bona","11 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","47 µg/m³","9h","Bona","16 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","53 µg/m³","8h","Bona","4 µg/m³","9h","Bona","9 µg/m³","02/01/2019 9:00",1546416302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","26 µg/m³",NA,NA,NA,"02/01/2019 10:00",1546419901
